target,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
a,-483.6845,97.06652,10.690924,46.68333,-4.1747904,34.23864,-7.434917,46.137924,8.569306,24.860748,-2.5220842,8.469272,-1.7576257
b,-762.63684,8.154737,7.29527,6.136858,4.9753017,4.04576,3.4403841,3.0917711,2.8264682,2.462502,1.9053183,1.1981816,0.50422394
b,-680.76495,57.851276,26.798565,22.672556,6.819154,9.573074,-2.1712446,16.783047,15.702319,6.951447,4.137894,-3.0785966,1.5903941
b,-593.9564,66.94383,24.549227,34.654144,-1.2849942,18.624367,-9.922135,26.231472,15.622268,8.663885,-1.0808626,2.161932,1.2032833
b,-539.39636,71.23015,18.387487,38.026337,-5.1612654,25.101574,-11.465454,28.709839,11.703675,14.113066,-4.961112,-0.38849765,-3.6854353
b,-501.45187,73.95749,14.844877,39.94522,-8.713835,26.479836,-11.022863,29.45476,4.746111,17.035286,-2.3425794,2.6732461,-1.9771454
b,-481.5618,73.58693,11.944018,37.955673,-9.382588,30.987816,-12.472376,34.126884,7.556759,16.240623,-2.7153997,4.2756033,-6.5370097
b,-479.39603,73.893326,8.915117,39.67618,-6.507351,38.38871,-9.050009,37.01569,8.510214,14.815977,-6.7359056,1.5263538,-11.045584
b,-476.0671,79.385895,12.564851,36.97824,-9.40108,37.740112,-9.289726,33.507133,2.3549476,12.386532,-8.492935,1.0578442,-7.7925234
b,-472.3316,68.906204,21.400883,35.422813,-1.7175362,32.213524,-9.583755,26.3433,0.65253377,14.18255,-5.321854,3.6649785,-6.652994
b,-461.90213,54.861588,23.768997,30.86945,3.7404957,25.660187,-6.9465775,31.617737,6.795886,14.800522,-3.3922753,5.2837257,-6.078349
b,-463.90408,57.002052,17.380344,23.854202,-0.69931614,28.973862,-4.6852107,30.64629,3.8805184,14.212887,-4.4498434,4.993374,-3.3956814
b,-473.95328,69.81827,15.614449,29.611183,-4.4226074,34.186264,-3.7963724,32.994247,-0.9437203,15.876765,-4.803083,-2.1555636,-2.6544976
b,-471.7987,68.907005,16.237814,32.36101,-1.6277958,28.102959,-8.8197565,26.23085,5.086253,19.928104,-0.5697477,-1.5895151,-6.75098
b,-468.42526,70.80249,13.531418,36.461708,-1.2024052,27.930214,-9.64196,23.90687,5.353848,15.279301,-4.5519686,3.3466084,-7.1658454
b,-470.9993,79.420166,12.832944,37.460274,-7.372981,30.418037,-11.765606,28.278303,1.7769632,11.619217,-10.073404,2.963141,-8.145611
b,-471.75,82.220276,10.122513,32.557434,-9.924514,30.675423,-10.902614,32.956512,6.324101,13.429096,-5.7616334,3.538783,-9.318952
b,-474.2888,79.80534,4.3522167,32.67512,-10.198502,36.39337,-12.207347,36.429314,7.1938267,12.838849,-8.592438,-2.621582,-9.386408
b,-475.3331,78.262924,8.2897835,36.072144,-7.781967,37.208817,-13.370672,31.838799,3.8357248,12.540575,-9.010836,-4.060544,-10.345063
b,-472.92487,82.125626,9.297289,40.619637,-5.1356263,35.214684,-11.463325,32.16466,5.0287714,12.570417,-8.187191,-1.6150143,-8.202247
b,-471.2435,79.855515,12.659597,40.670723,-5.4941063,30.043556,-13.889464,31.007887,0.8752261,9.603537,-9.14214,-0.59762204,-7.5866613
b,-277.61978,41.285164,-8.189553,2.372293,14.789733,-2.929087,-12.231167,31.329311,-8.846907,26.05368,-16.111736,26.337461,-15.833762
b,-170.92471,45.136955,-1.8495587,8.629166,24.51004,4.7858877,-4.5544567,34.83831,-9.646032,37.197952,-15.27172,26.991993,-18.93201
b,-185.13034,52.449112,5.0249186,13.225647,29.42615,12.884558,3.9202511,39.822006,-8.938053,43.52151,-11.01837,29.394743,-18.218779
b,-275.7532,64.152695,15.138939,20.448986,24.122927,17.655277,7.6249313,39.65943,-13.272331,44.366867,-2.6922922,35.847122,-15.100379
b,-373.07477,87.88693,8.503214,33.262466,11.889406,31.680817,-4.746006,25.901197,0.19299987,31.157848,2.0979226,18.882708,-10.940128
b,-397.75378,93.15785,7.7386637,23.695253,-4.9066286,24.257633,-12.631907,20.214382,9.168075,26.282555,0.30046427,8.988775,-10.792887
b,-375.86304,82.00206,29.2393,5.5664415,-0.5094505,12.922774,-8.55552,28.610744,7.397955,23.873566,0.7804573,15.72982,-9.140478
b,-377.29257,66.25392,37.109108,9.608641,5.9301224,13.258632,-6.6732903,33.66439,4.0228524,23.331102,4.909979,19.146408,-11.421375
b,-422.5195,65.37755,31.59599,21.365608,3.5246205,23.241457,-8.457802,29.013908,5.0630455,21.295666,2.9204967,14.210929,-11.15769
b,-457.01733,69.63606,17.171482,39.004364,1.9223049,35.91755,-11.786552,29.378153,6.2470727,16.741497,-2.4744651,9.885399,-0.9129061
b,-461.847,75.053055,15.17823,40.272938,-2.8656924,34.688187,-16.106739,25.087894,3.843733,16.267868,-2.942162,4.0640306,-8.7786045
b,-467.0425,78.527145,14.734979,39.963654,-6.8766613,31.47279,-19.355682,23.41175,1.1946816,17.172,1.4682183,4.9927897,-13.124506
b,-469.87207,78.370575,7.7595863,36.501175,-7.8817363,35.218224,-15.197748,26.135204,-0.17665918,15.417757,0.9627844,1.7022412,-12.564018
b,-471.4866,75.5821,10.270058,37.831352,-6.54244,36.44625,-12.772442,28.600563,-1.3970364,9.814025,-2.191934,0.31366765,-11.676336
b,-472.12027,79.49519,11.0033,42.68318,-5.6250267,39.152813,-13.906342,28.87666,-1.4915806,9.732045,-0.5632405,3.2621217,-6.2826204
b,-472.39334,82.91835,11.272652,43.198265,-11.317202,38.80175,-13.181362,30.518852,1.3018397,10.07416,-3.5321944,3.014061,-3.9687836
b,-472.40472,82.08359,10.685024,42.778748,-12.238546,33.92241,-14.685129,29.741348,-1.1945249,8.555361,-1.194377,3.406033,-3.4182005
b,-473.27005,80.46492,9.375996,39.09397,-8.368813,29.16183,-21.911749,26.308298,-2.114715,10.720846,-3.0375526,-1.2119989,-7.7002554
b,-473.316,81.066635,7.561948,36.886913,-6.732067,32.69472,-20.150597,28.422626,-2.982827,13.120737,-7.3260837,-3.0722551,-6.8251247
b,-473.69308,82.90885,6.624568,36.635777,-9.859576,35.024384,-14.21595,30.74256,-4.7243366,10.671828,-5.505316,0.2582214,-4.224631
b,-476.4591,78.4428,5.273864,37.388435,-9.4309845,35.191017,-13.140554,33.800934,-6.161992,6.4424706,-4.7056103,-0.15495563,-6.1233873
b,-475.51135,78.50926,7.817565,40.124264,-8.934554,35.551296,-15.046436,37.09495,-1.6367242,7.1467824,-5.45471,-1.1193619,-10.165426
b,-476.30212,81.469734,9.8667965,38.18006,-9.511319,36.943974,-14.817505,34.64425,-1.9205617,10.251139,-6.4432387,-3.1176922,-8.580301
b,-474.9882,81.872086,8.052553,32.54895,-11.820631,34.712093,-13.213165,28.455921,-6.225768,12.464197,-3.6951785,1.1898427,-4.6608086
b,-472.0917,80.6613,3.5946722,32.21141,-13.568705,33.364937,-10.671194,34.30099,-3.7709026,12.683794,-5.2222137,1.2011049,-1.122783
b,-472.27618,77.83606,4.962952,33.999325,-12.306686,37.29615,-6.1862097,38.39707,2.3175225,15.997429,-8.636597,-0.9911412,-5.357854
b,-471.1115,81.722244,13.249689,38.410824,-9.202705,39.03267,-9.464941,36.50582,2.6611547,15.9651985,-7.724771,-2.6860461,-6.515852
b,-473.48428,82.43573,13.45293,39.44511,-8.707816,40.945663,-12.466825,32.353844,-2.067619,14.371037,-8.448022,-0.7435642,-0.43430573
b,-474.6733,79.51264,15.709911,38.785378,-8.443861,38.690582,-10.814594,31.171673,-2.6448593,12.874712,-4.2490835,3.5284045,-4.2365093
b,-472.0418,74.261536,14.16794,39.75456,-8.161337,32.48845,-9.12817,31.329224,0.049078703,15.520797,1.734236,7.5866356,-5.59556
b,-471.57703,73.34877,14.292062,41.150993,-8.000153,29.839996,-14.294676,30.253395,2.933343,17.203459,-2.075006,3.9147437,-7.639152
b,-474.891,79.11516,8.2397785,39.763893,-9.584102,33.173187,-13.027742,33.250267,4.675036,13.030386,-6.873227,-0.74646115,-8.18663
b,-474.5135,79.959335,9.172546,36.6604,-7.9755993,31.88503,-9.125164,34.877853,0.6488714,15.829268,-5.186649,-1.954326,-4.7555394
b,-480.41907,79.50943,9.505349,36.941055,-4.4048247,31.94035,-7.9822197,34.170197,2.20816,17.824806,-5.274841,-1.0691224,-4.259137
b,-481.50687,81.27747,11.916823,37.164192,-6.610452,28.84383,-13.419674,31.68586,2.6844404,15.5029335,-1.3735778,6.574232,-2.1199198
b,-479.31247,82.17467,12.713463,36.34521,-12.5605755,24.33804,-15.309211,26.098106,-0.17266235,12.277082,-4.299719,5.424783,-2.4566288
b,-473.99857,84.348045,15.883183,36.30834,-9.475168,26.144629,-9.729853,28.067953,0.55113393,11.434467,-4.8891325,4.8590674,-6.456558
b,-474.22064,88.79135,9.530187,34.610306,-9.8631,28.70876,-8.664389,31.998997,0.5557214,10.896744,-3.401545,5.932975,-6.9879985
b,-472.33344,92.00435,6.300294,35.878506,-10.766121,27.530102,-11.297949,34.35916,0.042628318,8.363264,-6.955139,2.3337858,-8.768975
b,-474.33426,89.53821,9.5833025,34.02868,-10.363138,27.746912,-8.656947,31.311893,-1.8295943,8.846864,-8.365462,0.8452391,-12.4958105
b,-478.04898,87.44243,8.253389,35.22389,-6.8278437,27.083904,-7.341318,31.619232,6.040619,14.440414,-6.0381,4.3703156,-10.573304
b,-477.6617,84.69437,6.286197,38.378403,-3.1308274,30.56931,-4.1274714,32.393776,5.9047914,16.213217,-1.6989014,5.733446,-13.40474
b,-475.6826,84.0178,7.7856274,37.751564,-2.633531,28.95998,-3.571682,28.392416,1.8959749,8.235859,-5.3371315,4.571313,-12.206974
b,-479.13306,83.22458,9.170597,36.734924,-5.247153,29.461277,-8.373058,25.029678,0.54042286,7.5759964,-9.057737,3.5478163,-9.112295
b,-481.2733,81.972275,7.9540205,38.79328,-8.351509,29.734238,-9.44511,26.54779,-5.507798,8.383239,-9.244917,3.9632666,-8.880503
b,-479.7931,82.29868,8.746205,40.23986,-8.931943,25.210316,-12.279683,27.538408,-4.538052,7.2269835,-7.900538,5.9410124,-7.6680303
b,-473.5236,81.66078,8.832212,39.549393,-6.4409437,25.128353,-12.676722,23.085732,-1.4559841,5.351124,-6.2094016,5.06785,-7.420016
b,-442.5933,90.29152,26.60374,50.276577,12.963341,30.115513,-1.81228,20.925358,0.64450866,11.884662,-5.946409,5.3876133,-7.9390516
b,-437.43185,97.352356,33.425278,56.363052,15.735444,37.23179,3.6020951,27.764784,6.486333,14.828426,-4.755485,5.758799,-6.6278687
b,-463.52585,93.91559,22.964476,52.800705,5.462034,40.916824,-0.7394402,36.107033,11.554542,17.51012,-2.2945251,13.465116,-6.4545374
b,-474.36462,87.73329,20.629105,46.53635,-0.292456,29.689938,-7.248411,25.279278,4.734022,8.739795,-4.0314336,13.441381,-6.5385237
b,-522.8974,84.775764,20.294039,38.75614,4.226063,27.047726,-3.6409101,15.561998,-0.50402546,0.695413,-4.4013953,10.841312,0.7125126
c,-817.68146,38.715614,30.316526,21.910751,14.62668,9.306107,6.912076,6.4333076,4.905896,1.9958148,-0.05178202,-1.8950039,-4.2712827
c,-685.34766,81.32802,21.040741,31.582054,1.3158251,22.2174,-0.7603736,17.1525,14.8472805,-2.2685108,-6.475788,-2.806283,-0.25324106
c,-593.27264,83.91181,11.570955,36.464134,-4.133786,27.615665,-7.755672,21.98914,15.484198,7.0931005,-3.4808168,-0.040985465,-5.9818115
c,-540.88165,84.797874,10.34858,33.875664,-9.653172,29.078197,-11.212563,22.532104,15.005196,15.317595,1.2881184,2.092811,-10.110754
c,-509.198,77.1577,12.100341,28.006433,-14.599594,28.777561,-8.456997,27.94405,10.587358,19.572813,-1.3157661,4.8013725,-13.223576
c,-484.1747,75.24638,11.137155,28.921589,-12.859527,32.9934,-7.1345053,37.445927,9.196644,20.793837,-0.5602639,6.469233,-14.230725
c,-473.7783,80.08365,9.305884,32.13783,-13.645776,37.77468,-9.026593,40.859787,8.873808,20.032234,-2.4211898,11.316718,-9.166524
c,-471.27087,83.02847,4.665177,33.152695,-16.440163,37.574265,-10.901039,34.530167,9.102567,18.70906,-5.4408703,10.429254,-8.008223
c,-469.52753,84.41986,4.9678283,30.614143,-16.461775,35.56501,-10.535519,32.088467,5.998869,15.645156,-10.393768,4.968734,-10.814541
c,-466.9697,82.214966,7.0376987,32.328835,-13.984432,36.067924,-9.326142,33.84193,5.187606,10.973959,-12.306265,6.134506,-10.95717
c,-467.27173,82.94951,7.4335623,33.89628,-11.590238,36.880745,-12.605813,32.441444,6.4117084,14.340408,-8.435948,8.431312,-12.041122
c,-468.9868,81.06378,6.461112,31.51495,-14.104761,35.183228,-9.732022,26.869186,0.9141591,10.864751,-10.228677,7.426567,-9.271604
c,-472.1233,80.4932,4.856557,31.16504,-15.87657,40.512154,-8.18493,26.592503,-0.17923003,10.70158,-16.592823,8.386003,-8.663147
c,-476.94748,81.09076,5.222925,31.024818,-16.9899,37.05076,-15.517282,28.269867,1.4752164,13.724995,-14.127638,7.8909063,-14.079884
c,-475.8033,80.95365,3.718877,30.237663,-18.042032,29.761818,-22.054523,30.072708,5.265815,17.29663,-11.952705,6.334078,-17.748066
c,-474.73175,77.57327,2.683598,30.074413,-17.606453,27.211466,-23.835222,27.699589,4.1249037,13.789699,-9.271206,7.202241,-13.553715
c,-470.9515,80.35376,8.168277,32.82557,-10.831568,29.591057,-17.515226,28.640621,8.232014,16.321144,-5.870061,5.7184024,-10.91728
c,-470.7596,83.78056,12.700475,35.33303,-5.1154118,32.441177,-11.573109,28.541044,6.1051273,17.36834,-3.4667997,6.3948326,-14.278458
c,-468.7173,88.77658,12.336315,31.59768,-8.799322,33.056904,-8.791212,29.550396,1.0179679,12.889879,-7.0186853,7.8452983,-13.142304
c,-469.20816,91.78447,11.737596,32.72766,-13.504274,30.463367,-11.960697,24.500168,-2.3025944,7.408338,-8.003638,7.713971,-8.014355
c,-470.62918,89.37073,9.618021,37.83805,-13.984384,26.93887,-13.571558,23.896236,6.2620325,10.407595,-5.551079,7.118271,-9.823128
c,-473.5826,81.55762,4.4849377,35.187912,-14.542408,29.843943,-12.97786,27.82842,9.510051,12.239982,-6.810809,4.836063,-10.94797
c,-473.5198,81.84912,4.78775,36.54716,-12.807426,38.78671,-8.098208,25.489601,3.2491648,9.802623,-9.106057,1.6335459,-15.178781
c,-471.02313,87.96367,12.023676,42.33262,-12.900758,38.75772,-6.527073,25.706299,0.5470712,12.123063,-8.3314295,0.6201151,-16.989376
c,-468.7102,83.79193,10.526615,39.24111,-6.8966722,36.02477,-8.389456,26.174091,0.38335836,12.573883,-7.7322354,6.4497824,-10.676802
c,-470.11185,78.128555,8.225115,37.73397,-6.48495,35.642914,-9.461334,29.398954,2.617763,16.800606,-5.060668,7.3413525,-10.962521
c,-468.3973,79.4281,7.350922,36.86209,-7.3454676,37.396545,-8.464812,29.007694,0.6310451,19.446049,-6.615348,2.2173257,-13.579781
c,-471.1787,83.36754,6.5994787,34.72459,-9.171673,35.15895,-8.41448,30.975426,1.2486024,17.87838,-9.615925,4.036678,-12.375919
c,-469.2536,84.232605,6.3367457,29.883926,-11.429335,30.421722,-10.169626,28.707567,4.647023,21.333761,-8.6898365,7.693759,-9.261272
c,-467.27475,82.640366,8.208584,35.20148,-5.9100914,32.658424,-9.29749,27.676147,6.8515453,22.487999,-6.1214128,7.077181,-7.504375
c,-469.43378,81.962524,5.895868,36.71113,-7.3280277,31.047102,-10.123293,26.82965,1.0067886,14.597866,-2.8379483,10.236733,-8.086896
c,-471.66348,82.12876,4.981989,36.11281,-16.081438,26.602806,-14.499708,26.357979,-0.90057015,8.318985,-3.595639,8.387318,-9.607619
