target,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
f,-493.18246,82.13814,8.075764,43.78225,-16.46604,34.600014,-11.077918,26.129879,15.76243,9.7633095,-7.8626623,7.358754,-9.206766
f,-472.68085,84.46902,11.766302,46.35922,-18.27622,34.843285,-12.429049,29.85785,16.3833,11.223933,-6.0217237,9.750942,-7.5086055
f,-464.5751,83.019714,8.847918,44.363815,-17.110977,36.294125,-15.941055,25.475163,12.264175,11.472511,-4.51859,13.213104,-6.6176434
f,-461.03638,84.88809,3.7517834,39.849354,-17.441124,35.930374,-16.455423,21.04351,7.437192,6.1465836,-6.99043,15.596009,-4.962636
f,-460.79556,86.84964,3.184113,41.39102,-18.638847,38.991898,-13.712047,22.823658,8.823732,3.3656874,-12.173946,13.547688,-3.8487978
f,-463.2802,85.4084,5.807809,40.74019,-18.205507,40.698658,-10.529203,25.239422,9.461903,3.3246841,-11.413328,11.156631,-3.307154
f,-463.61453,83.96308,7.293451,41.652466,-16.463184,35.340584,-10.303653,29.002197,9.313873,3.7675967,-7.4507027,15.347106,-5.496191
f,-461.50366,82.541534,-0.72904384,39.594246,-14.4047165,36.404503,-11.650841,29.114105,11.52725,8.180083,-3.2029464,15.06259,-7.614917
f,-463.9766,80.2561,0.48681068,37.849342,-16.024433,38.63669,-14.10068,24.794888,12.254808,11.658897,-5.535819,13.4496355,-4.442293
f,-466.76764,80.776924,0.94694495,38.588562,-15.518377,39.562336,-14.972773,21.185753,7.7378225,7.453201,-5.9651937,14.102348,-1.6780564
f,-468.31985,87.01742,3.86817,40.627525,-18.500814,37.710205,-10.839095,22.441128,8.197139,3.4449158,-6.6768746,9.016009,-4.543094
f,-465.93137,92.00003,4.689458,46.79225,-20.709492,37.85392,-11.996832,20.233593,7.5820265,6.369917,-2.039727,7.3413453,-5.57026
f,-465.02502,84.9868,3.2148793,41.948967,-19.291904,37.49672,-12.593386,18.11742,5.157521,5.519026,-1.8854864,10.326509,-6.48473
f,-463.78262,82.03826,0.862185,36.28308,-21.170868,36.250793,-12.25116,17.521832,6.3000326,7.448448,-3.1265056,10.611547,-5.3754897
f,-464.27158,80.96489,0.6053149,37.401245,-18.481918,35.42435,-13.940149,20.353615,5.8275924,3.9269147,-8.221304,8.622654,-9.17594
f,-465.6437,83.14366,-1.3791842,39.148083,-16.341507,37.857796,-15.371232,25.347303,12.054238,4.5082226,-9.008333,11.963663,-6.0937977
f,-463.4467,87.33085,2.8615956,42.778633,-16.443869,40.34523,-13.784872,27.806004,13.022898,8.798473,-8.860371,11.882442,-3.577396
f,-469.23013,79.51454,3.2965293,41.366447,-15.177433,41.236572,-13.55375,23.689526,9.9769,11.028397,-3.0742877,10.921558,-9.664854
f,-472.08456,75.91669,-0.1385589,37.59256,-15.005629,41.11057,-13.635887,21.742317,6.823382,10.017807,-3.3251367,10.556646,-12.388234
f,-473.16504,73.38826,-4.5647197,38.60646,-15.77429,36.34624,-15.358524,22.110023,3.323394,6.030698,-5.355387,11.624273,-9.174216
f,-468.4742,74.137634,0.0029956698,41.641018,-16.43379,34.858295,-15.780998,22.373032,4.7974463,2.7345648,-7.775953,11.618065,-8.972885
f,-463.36008,81.04239,3.9690866,40.32125,-17.73799,34.185974,-12.984898,22.788326,7.0093775,5.147114,-7.640103,8.236135,-6.777672
f,-461.04422,84.431946,7.817213,37.859985,-19.033407,37.11939,-8.268951,22.741474,9.040927,10.331587,-4.7288275,10.311522,-8.909035
f,-460.4565,88.41765,8.505767,40.135406,-19.086168,36.510574,-9.368716,23.844154,11.844563,8.919235,-9.263377,11.471021,-11.934826
f,-458.3482,87.565445,7.219884,42.576065,-18.11899,38.50306,-10.9697895,26.255093,14.3456135,12.076498,-7.0623646,14.890718,-8.310254
f,-456.22723,89.670654,7.7872,44.54706,-19.678703,40.6976,-9.17539,30.125792,17.664165,16.030449,-6.7573957,16.461975,-4.2497845
f,-458.57083,89.47959,5.886795,43.24961,-17.811527,41.081505,-6.7567825,30.31934,17.1687,12.7169485,-8.31187,18.141405,0.2768752
f,-462.0485,85.7312,1.1237272,39.133026,-12.672017,41.864235,-2.7747493,33.229195,13.516779,9.110124,-6.828345,18.495382,-0.3079548
f,-461.8071,86.81239,4.9540973,38.73104,-14.163593,37.832222,-9.151377,30.07943,11.668125,10.632731,-5.110772,18.962238,-2.3327284
f,-454.80948,91.34259,6.5787477,40.01667,-14.866728,35.520405,-16.286114,26.865698,14.932232,13.548283,-10.458651,10.736189,-6.193518
f,-456.73654,88.83039,4.477684,39.68492,-13.462246,39.99861,-14.020665,25.820198,12.306059,12.111435,-10.922874,6.3471828,-11.918253
f,-460.53137,86.50798,6.2325706,38.421844,-14.396877,40.27535,-12.0536175,22.992512,12.392303,7.915751,-10.380562,8.522465,-5.5028143
f,-462.64902,84.73056,6.195273,41.486305,-14.331232,38.235424,-12.823545,22.397476,10.899344,9.194063,-7.1192636,10.277212,-5.637537
f,-459.62415,88.72844,3.569625,36.770126,-15.931388,37.138752,-11.668533,25.83093,10.0489,10.015715,-7.06031,9.553556,-8.7458935
f,-459.77814,88.41988,4.2538996,35.296875,-19.144794,34.037743,-12.70766,27.29203,8.834307,10.134342,-7.166071,8.868624,-9.471373
f,-466.1471,87.010925,7.7134705,39.70284,-19.730331,34.733612,-18.549171,28.282215,11.182432,9.133308,-12.018989,4.931955,-10.592272
f,-464.8109,83.12987,6.631124,40.23329,-18.004387,36.88736,-13.07382,27.838844,10.6061,8.774248,-12.131734,5.9812193,-11.414447
f,-466.70712,80.977936,1.8875682,37.278664,-21.99904,32.833084,-13.456768,27.4469,13.676911,12.383261,-11.634302,4.6190743,-12.549617
f,-467.50876,81.87291,4.081649,36.18418,-23.387009,31.895727,-11.124979,28.582275,13.233873,8.990564,-15.58596,2.8070579,-12.673262
f,-462.89105,86.383316,5.1614904,36.420425,-21.45625,32.212784,-9.870863,22.611923,15.170033,8.219568,-14.711233,4.6879816,-15.258596
f,-462.96936,87.92936,3.486643,34.045612,-23.846037,28.230352,-7.4758987,20.218588,21.030535,12.303735,-10.947055,8.399098,-20.366426
f,-464.0547,81.185905,2.9160755,35.50096,-25.079342,29.868269,-8.931046,21.28401,18.291454,10.090727,-10.068753,7.477734,-20.960587
f,-458.54678,82.288574,2.6888309,35.5544,-21.601349,34.71114,-14.079657,19.096722,11.804471,7.104555,-11.138641,8.555771,-15.564598
f,-459.0366,84.38019,6.412142,40.837143,-18.312666,37.199604,-14.692366,21.202831,10.2070055,6.3224497,-8.4292755,11.384914,-10.546561
f,-457.59933,89.89354,8.47278,36.64552,-17.811964,39.331215,-10.654707,21.347652,7.9140587,4.1180286,-5.1134024,12.636811,-12.030533
f,-462.01935,87.42086,5.444953,35.67243,-19.353529,38.610367,-10.494547,21.353075,9.860912,10.865539,-0.7853949,13.916843,-13.341709
f,-462.4061,84.63543,5.9772367,39.971535,-13.007349,40.020058,-13.88819,21.639812,14.617947,14.4488735,-5.310529,9.5491295,-15.139612
f,-460.48334,83.61368,6.6836534,38.512566,-11.559018,44.878365,-15.342665,20.110157,13.139138,13.100185,-6.476245,9.484056,-14.853477
f,-457.96704,86.30737,5.622178,36.523125,-16.544838,39.79742,-17.98331,21.853905,16.713732,13.108122,-9.135319,8.414262,-13.991205
f,-449.61478,90.75181,0.50151587,32.209213,-20.927822,36.921722,-15.284855,21.543102,15.598997,8.569361,-13.465474,7.852967,-13.8856945
f,-329.6724,53.565666,-12.029201,25.16381,-18.555006,32.937622,-5.6823683,20.343021,-3.756082,16.007195,-14.832577,24.27485,-3.0027628
f,-242.93706,67.233246,-8.730389,34.66529,-13.951899,39.991066,-2.6788921,22.915615,-3.5546293,18.776909,-10.850055,31.720133,3.304535
f,-270.8305,85.31583,0.72234863,41.53421,-5.556649,44.137985,1.3466711,20.356733,-1.3618848,18.309223,-6.937918,31.865639,6.997217
f,-375.98663,101.41367,18.286907,37.57887,4.558817,39.716652,10.025889,20.291597,5.2013874,18.45022,1.6235312,23.639229,-3.7164056
f,-388.81076,74.06583,19.818563,32.07659,-1.3276737,36.92871,6.613142,22.219093,2.4203012,24.82209,-9.453958,29.603476,-7.454914
f,-377.3725,65.77827,21.899994,30.94319,-2.4048216,36.740585,5.3897967,17.498623,-2.2979321,25.153555,-15.660893,35.297577,-4.1316605
f,-407.03943,80.61216,15.17293,30.142193,-7.610421,32.9742,-0.36893928,17.576797,1.5831244,18.667006,-10.061333,29.33545,-5.7547846
f,-442.668,86.68369,7.309175,35.484215,-10.877878,30.973545,-11.535279,18.568047,11.804087,14.8430195,-5.343816,16.672256,-10.451293
f,-449.98718,84.87697,7.4902563,36.732327,-7.468585,37.95564,-11.523006,16.733953,10.642899,13.237486,-7.958451,14.581774,-8.274107
f,-454.77765,83.89594,6.7003937,36.09987,-10.405003,36.56247,-9.457685,18.89632,8.34445,11.877634,-6.2984123,12.757055,-6.4837084
f,-457.59943,79.86851,1.5657992,34.895645,-19.12025,30.783068,-10.29644,24.844063,8.038811,12.96381,-6.131872,11.0780945,-7.18596
f,-456.7266,82.58508,-0.22222394,38.8276,-14.597106,37.102745,-12.748613,28.348982,14.831085,15.372002,-8.626332,6.251705,-8.266462
f,-453.66705,88.56442,3.0519452,37.036896,-14.32164,36.996815,-11.477076,27.048779,15.876558,11.24081,-6.8628597,9.011379,-5.8423343
f,-455.6153,89.14125,6.8507195,44.02891,-13.061634,36.26707,-9.201742,24.850082,12.041624,11.59287,-7.843773,10.486816,-8.527767
f,-459.8868,86.1852,5.8084335,44.109848,-12.235996,37.05287,-10.911547,26.5373,14.8929825,14.505291,-7.1944227,9.85661,-12.594858
f,-460.8038,84.22086,5.855285,36.893837,-15.761822,37.12768,-4.5652857,29.468384,15.59576,12.071745,-5.601341,7.566683,-9.359537
f,-458.96823,85.93126,9.323549,37.12937,-16.816137,34.042442,-7.788562,27.406738,12.415149,11.276175,-5.863943,12.415503,-4.782277
f,-459.14474,82.254105,2.1277556,33.802628,-11.878981,37.697067,-15.540495,22.575624,14.839241,12.399763,-5.2418957,14.236712,-5.8011923
f,-464.7751,77.92427,2.09731,37.113747,-14.571488,37.215893,-13.414803,22.707558,15.304417,13.394653,-6.535372,14.033808,-4.292508
f,-463.97702,79.17775,6.059013,40.205452,-13.240267,38.397263,-10.1171,21.123306,12.755903,12.326171,-7.7015324,13.867744,-7.9425945
f,-461.26813,84.49452,8.469249,38.524223,-11.481441,39.732635,-8.428604,22.35139,11.640111,8.543915,-8.638697,13.499922,-10.029243
f,-457.71603,88.73145,9.956469,37.17799,-16.514687,35.12507,-7.406292,23.219662,11.185183,7.234499,-7.940234,14.708472,-13.678392
f,-455.8468,88.12277,8.521803,39.292053,-14.561244,36.932217,-6.279253,18.998066,6.9529333,5.2378674,-8.857672,12.631554,-15.655609
f,-459.64664,84.39648,6.0101337,35.965683,-15.454807,36.96505,-6.6114063,20.76516,10.61038,0.47684887,-14.0545845,8.323269,-14.411161
f,-457.8998,88.3354,3.2476232,34.75036,-16.55795,38.89083,-4.471852,20.68739,11.455465,2.9973888,-11.607401,9.636615,-7.3078933
f,-460.3217,88.75119,4.6756377,34.60338,-19.265121,39.472862,-1.9582946,21.105865,9.79207,5.8988953,-5.599759,13.060701,-9.562434
f,-462.24054,86.96263,5.336095,38.92604,-19.401243,35.197273,-5.522942,20.364676,10.155006,6.101203,-2.7698739,15.752879,-16.227997
f,-466.9484,85.84003,5.57376,44.521152,-16.621122,35.1193,-9.38496,15.241234,8.359297,5.9980774,0.15842193,14.069962,-18.684345
f,-466.5025,84.438705,0.9475153,44.515724,-14.289392,38.847717,-12.94809,16.970984,10.789488,8.65271,4.1413403,14.071289,-10.389851
f,-464.7542,85.92659,-2.5111868,43.497643,-17.134495,33.89212,-14.915596,17.750887,14.033279,8.978655,-3.5966814,10.355113,-9.729986
f,-462.39175,87.11662,1.1430311,39.15599,-21.729916,31.288727,-9.565968,22.294487,10.531822,1.8194025,-9.640413,9.691965,-10.106131
f,-461.14832,89.27397,3.9844313,38.832138,-15.932129,34.79069,-11.228903,26.120514,12.781766,6.2552576,-7.5007195,10.900785,-12.989421
f,-457.4015,92.3086,4.1270285,42.0696,-16.5198,37.66687,-13.871794,22.59915,9.851122,9.147469,-6.3634186,10.87517,-11.822151
f,-457.0906,89.21179,6.4645424,44.1698,-16.09692,37.661343,-11.86214,22.577526,10.261646,5.7346315,-8.575126,10.47086,-8.564392
f,-459.98645,83.318695,2.7213926,44.493813,-16.575045,34.442627,-8.93811,28.084263,12.58497,4.2439594,-10.143238,12.154669,-8.647154
f,-457.7395,86.73663,0.038790748,42.676643,-20.082489,32.519714,-8.031621,25.762352,8.048556,3.728959,-4.638181,11.919306,-5.774824
f,-457.32483,90.30842,3.6856213,40.123947,-17.31237,37.380768,-11.434416,21.421398,4.4859076,5.2459207,-4.4264946,14.549913,-6.176348
f,-459.97864,86.86839,5.44364,41.01105,-15.024878,38.023254,-13.122566,22.349842,9.445961,8.732559,-0.67739546,18.924698,-7.5695553
f,-456.0509,84.11064,3.1207247,40.403564,-16.208328,36.445244,-11.627188,25.533054,13.544527,8.090826,-4.879736,16.237953,-6.163091
f,-460.74988,82.42883,3.3267086,41.007214,-15.724654,36.721046,-8.680857,28.186184,13.4419775,4.688374,-12.666834,10.918698,-8.521008
f,-461.5579,86.81653,8.5564575,42.710876,-16.30252,34.918297,-10.765402,25.795418,12.55891,7.192483,-14.619343,11.237244,-6.462608
f,-463.6586,83.22513,1.0464933,45.34797,-15.445652,40.083626,-10.512468,28.271626,11.953266,9.830265,-11.132931,10.959969,-11.609592
f,-465.09116,77.270355,-3.4956837,43.141262,-12.856937,42.599068,-9.264038,25.171242,8.929921,6.344772,-12.107498,14.574026,-11.741824
f,-453.0489,67.746216,-3.7363126,49.086926,-11.08507,30.381794,-2.0220387,20.630411,5.1215763,10.831387,-11.138974,10.383703,-9.86191
f,-368.24707,55.082733,-22.984472,44.396687,-7.384238,16.680483,19.220955,17.860424,-20.023052,19.170288,-9.812925,5.873289,-13.303612
f,-356.16074,61.59914,-18.587852,48.15729,-4.0042996,18.215551,20.233017,18.20712,-19.443672,21.64775,-6.2218337,9.405224,-9.823801
f,-434.8366,72.55064,-3.9242108,52.192997,-6.363897,30.768444,8.188585,21.914566,-3.1800494,13.567512,-1.481597,15.528877,-9.052145
f,-457.82367,76.52121,2.0356505,37.93888,-10.565266,40.024006,-2.2530031,20.125738,4.7496796,4.2975283,-3.955062,19.940277,-10.261179
f,-456.0187,74.69418,2.5152853,36.344154,-11.855514,36.101208,-6.7767816,20.813082,7.8482656,3.8780022,-9.385519,13.92111,-11.969179
f,-453.47873,79.0152,6.7115974,37.288536,-15.546041,35.36963,-4.9462814,23.607542,10.79669,5.957606,-9.343885,12.438525,-12.052965
f,-447.2167,83.78464,11.259327,38.8705,-9.450563,34.698494,-2.5866847,19.805561,11.185413,6.76484,-8.723118,17.273218,-9.60107
f,-459.86075,93.053474,18.411335,40.9671,-3.8767753,33.40925,-0.8981695,16.358196,12.804907,5.3048105,-11.288277,15.347338,-6.984104
g,-790.84595,11.775363,9.16105,6.07878,3.6739407,2.516417,2.389917,2.5572348,2.2824607,1.2568443,-0.31132662,-1.926986,-3.1374083
g,-680.7007,67.59141,16.097633,21.957653,6.5323076,10.301749,3.042242,17.230583,22.633423,-3.9964058,-11.996554,6.0425224,-9.829155
g,-588.20233,73.592224,12.716648,31.357264,1.8328533,19.132088,-1.2456952,21.388144,15.400702,7.132714,-11.55616,7.610146,-14.281536
g,-534.16174,76.94966,11.18256,38.799706,1.817211,26.44751,-1.1804072,26.824038,8.995473,11.05727,-13.220494,11.059025,-13.726397
g,-503.86984,78.24573,6.00893,45.07357,0.9284723,25.806736,-6.310565,29.630175,10.171918,14.201994,-13.556574,19.265572,-9.302936
g,-481.73743,80.417786,-0.8254008,39.033028,-2.654396,27.06888,-5.5441685,32.3966,10.641435,17.185663,-11.30874,21.126734,-10.75214
g,-469.33237,81.50139,1.590507,36.91447,-5.049194,27.110641,-8.178727,24.573193,7.149454,16.241266,-12.042658,18.992603,-13.82341
g,-466.21927,82.207054,1.1369451,38.524178,-5.490034,29.036518,-7.6586742,22.344166,5.670917,16.661983,-11.801926,20.202248,-14.934475
g,-468.35275,80.06776,-3.2989006,35.975952,-7.199913,31.996769,-2.3385663,25.881287,6.379697,15.885176,-15.484441,16.143166,-15.161269
g,-476.60626,79.493774,-1.7526991,34.378727,-9.257415,30.283766,-3.9720087,25.450935,7.4393826,12.98878,-18.281929,10.032831,-18.39278
g,-474.30386,80.778015,4.4914384,34.591515,-7.421256,24.781971,-9.045028,19.116226,6.6213536,8.684769,-17.169619,12.3954525,-17.822287
g,-470.67502,83.23033,5.7549114,34.433456,-8.919475,22.605,-11.899399,20.628937,8.742393,12.657751,-13.294493,12.792869,-19.149998
g,-472.12515,82.62013,2.9775472,32.976776,-10.13969,27.36546,-13.032403,19.887362,3.824003,11.872015,-12.975709,18.613426,-12.803042
g,-467.08322,85.29364,5.26377,34.734234,-8.438581,28.245865,-8.210233,23.613659,2.0251684,9.481228,-22.001436,13.793747,-11.166209
g,-468.8627,81.84658,8.130465,39.473984,-9.145489,24.255043,-10.305632,27.476284,2.623877,10.63166,-18.651524,13.924002,-17.050419
g,-470.20908,78.9796,4.132435,40.40479,-7.1539583,26.102348,-7.117919,25.053253,1.6052053,11.996513,-14.155582,16.460386,-16.514997
g,-468.33502,82.343735,1.7363718,34.148407,-9.075775,26.670734,-3.0935009,28.006565,7.0031586,17.385237,-11.997797,19.397678,-11.2835045
g,-471.00485,83.10736,3.4347274,40.86922,-8.7293,27.475428,-8.487139,27.994911,4.95804,14.372141,-11.293741,17.063898,-10.37989
g,-472.36395,80.09978,-0.49260908,42.372814,-5.8080482,30.637749,-14.9584465,28.553982,3.0001922,12.610844,-13.663263,15.479242,-12.998194
g,-469.44836,78.594826,-3.7046773,37.200176,-6.609139,30.456617,-15.291674,29.535011,0.29344606,14.530117,-9.193909,18.089989,-10.185992
g,-464.79898,81.60134,-0.8140779,33.84358,-7.2398243,31.879704,-10.812235,30.431995,4.1009817,21.126682,-5.2990665,18.018826,-10.359542
g,-467.27444,83.26053,3.7757163,34.506866,-2.79528,32.133545,-10.598042,24.949436,1.4023782,17.823803,-12.435947,14.048775,-14.706598
g,-466.33432,80.115585,7.633939,38.76925,-0.46959293,26.85537,-13.885842,26.701797,5.4060683,14.934437,-13.334343,14.329699,-13.903414
g,-467.4345,78.892235,8.25203,39.174614,-4.141397,21.116096,-12.092249,31.231918,10.733475,15.041378,-11.671864,15.270111,-10.193478
g,-470.2373,82.07387,3.7117639,36.97558,-3.3386378,25.01758,-13.506435,28.501066,8.830397,13.218195,-8.475344,15.818429,-11.828468
g,-473.2618,82.8278,2.220602,33.964832,-4.300015,26.530285,-16.360352,25.92435,7.646179,10.337956,-11.043713,13.425128,-13.752994
g,-474.20996,85.85599,4.2262793,39.842648,-2.8896627,29.826138,-16.969225,29.207947,8.526562,14.126818,-10.792559,14.384396,-10.044836
g,-471.22754,87.0324,5.4361515,40.203926,-2.3339083,27.864906,-13.405138,34.48775,8.618177,12.676325,-16.195503,9.889049,-12.008472
g,-470.71826,81.6575,4.064678,34.408524,-2.8284066,20.497421,-11.363514,33.398582,7.197357,14.275787,-9.7827015,10.660899,-14.914417
g,-466.8036,83.33923,2.5002782,37.080997,-3.1916842,20.281313,-13.093966,32.754074,10.490095,20.154594,-5.1215796,15.599295,-13.268774
g,-464.1645,88.23659,3.519928,37.78301,1.6739869,24.11361,-12.319057,31.000237,10.342049,19.895588,-3.4368188,15.420948,-12.090904
g,-463.36252,87.75782,9.045863,37.532738,3.5113277,22.027365,-14.265787,23.899954,5.553358,18.245022,-7.482423,13.925283,-11.350154
g,-468.9334,83.5491,7.2537575,30.103739,-3.877974,22.763683,-12.633011,24.219776,2.7926846,10.567226,-14.126305,11.567927,-11.957739
g,-466.44904,89.27679,8.975365,33.19026,-5.722229,29.498974,-9.466633,30.21854,7.974254,13.040171,-15.249256,11.670667,-13.302366
g,-468.56985,86.13321,7.1437135,31.562553,-3.772971,28.195929,-9.312145,31.360844,8.602744,13.336872,-11.588036,15.004103,-14.9158945
g,-471.37292,79.181015,4.096099,29.95161,-3.8817015,26.140284,-9.601824,29.096172,9.046001,14.452987,-10.435445,14.853891,-19.088306
g,-469.40134,78.86018,4.1844096,33.66013,-7.0878973,28.13118,-9.10951,32.532143,7.5670953,13.464212,-9.367004,15.729439,-20.4862
g,-458.72452,85.90291,3.1618748,44.049488,-7.4725666,30.119202,-8.786554,33.51291,4.4630837,15.421225,-8.7435255,15.443268,-15.850275
g,-353.87958,62.286545,2.3576198,26.706547,-11.4212675,20.853973,-7.2250333,21.717152,-8.841368,14.054865,-11.157648,26.17963,-1.0886412
g,-255.82173,70.32892,2.9654365,30.981682,-3.4297075,27.7668,-5.643862,22.827085,-10.5214405,10.887675,-12.434814,28.260244,3.4821594
g,-269.56607,84.15749,8.505775,36.96006,9.072998,37.530785,2.7932801,25.860851,-7.3974304,11.2710705,-11.186844,24.894295,4.9575973
g,-363.43082,99.84444,21.919006,38.05674,17.288343,38.51104,8.448283,28.29103,1.963241,12.88163,-11.109535,17.811157,3.0522947
g,-397.04605,86.75261,21.887245,40.6027,5.8746233,27.988226,2.4242637,28.448978,7.3957014,21.051884,-7.0311995,18.808216,-5.8013134
g,-395.4915,71.45795,19.003395,43.313828,5.1090736,28.5639,0.3621691,26.02752,-0.27897993,16.91891,-11.406074,14.086235,-4.836101
g,-422.3122,74.863144,17.341679,41.862263,7.469901,29.63008,-4.2711697,23.20853,-4.140459,12.721936,-14.753326,14.361314,-0.8771347
g,-448.44366,79.273285,16.422035,39.066513,5.01544,26.527199,-3.4745994,25.960426,6.969548,14.300628,-15.137855,20.847748,-7.507679
g,-458.2248,78.58705,15.98915,41.675102,2.3209128,28.464165,-1.6778153,26.90385,9.512365,14.702619,-14.966379,20.051077,-9.348843
g,-457.5517,81.976135,5.693725,41.164062,-1.9762464,27.383013,-3.791653,28.888912,6.4177933,14.324644,-14.340487,16.813395,-13.49841
g,-464.25626,82.51183,-1.067104,39.853287,-3.9596372,28.743977,-6.554489,32.692722,8.396354,17.48198,-11.046284,14.410416,-17.794436
g,-468.8141,86.084915,0.22060612,43.64277,-7.609458,27.161457,-11.891456,29.618126,5.4622507,17.586195,-9.557334,14.240305,-20.857302
g,-471.4482,79.74385,0.13112688,46.09289,-4.377741,26.842545,-11.059986,27.977833,3.3597817,10.953476,-12.551971,17.016933,-16.108326
g,-471.50034,78.891464,3.9937139,46.198944,-4.721412,27.33002,-11.3869,31.482618,5.6352787,8.913414,-12.838436,16.037878,-15.3862915
g,-471.97278,78.60852,3.3946686,40.91505,-8.325808,25.518227,-11.186724,33.278053,6.087966,14.284941,-7.684034,20.5197,-11.789166
g,-471.21408,77.63515,-0.22825712,38.11133,-5.7267447,26.56247,-10.0826645,32.633137,4.358494,18.835121,-8.603556,19.085571,-12.555738
g,-467.16425,82.77684,0.6999562,38.510925,-1.2473395,28.494461,-11.098215,31.020332,1.0609086,19.682884,-6.9878564,15.6881895,-16.310766
g,-468.28082,84.914505,4.968488,39.937237,-1.5174303,24.955475,-15.230057,32.065117,5.2614717,22.3026,-5.101959,18.36317,-14.7055855
g,-467.8744,81.26085,6.649475,38.036728,-2.101318,22.223858,-13.9802265,31.733074,4.6324577,19.632307,-6.706647,16.502731,-13.433239
g,-469.1716,79.74507,2.627139,30.099756,-1.2006936,23.593264,-16.918613,28.087322,0.84345716,13.408693,-9.405609,9.7979965,-17.105068
g,-465.9771,84.09996,4.163128,29.825272,0.03974545,27.371655,-17.715553,27.491346,2.050611,11.192809,-11.229979,13.480735,-14.924711
g,-463.29562,89.24869,9.585922,32.060093,-1.4381897,25.65525,-16.923527,28.001226,0.7466557,10.900103,-12.765076,14.904049,-14.91896
g,-468.6243,83.5018,6.1692295,33.077267,-3.1771364,24.506195,-16.58442,32.153774,-1.8269578,9.84226,-13.263506,13.143267,-12.997049
g,-474.96164,74.15285,4.468526,33.573288,-4.1272936,24.774029,-12.498255,31.531384,-1.4081097,11.635992,-12.020675,11.583459,-15.006838
g,-467.68903,80.65344,4.8344755,27.728863,-6.886743,19.616714,-16.900787,25.214346,0.5204145,11.139978,-11.252167,14.019899,-15.752644
g,-464.30856,87.52235,4.804963,31.727009,-4.7613754,22.179756,-15.894468,25.4534,0.34495014,10.117,-11.974722,12.23921,-17.772745
g,-461.43567,87.800156,5.515707,38.044296,2.3293412,26.548103,-11.940612,24.85437,-2.2559931,11.3435955,-11.376551,11.598184,-18.146809
g,-457.76566,89.32157,1.6250496,41.620094,4.120237,28.002703,-9.485904,26.596718,-1.950937,14.160952,-11.342592,13.734448,-11.084097
g,-458.72025,90.33,5.4576564,42.379414,7.326368,30.246342,-7.2683854,27.931444,3.1534328,12.20561,-10.219454,18.128334,-11.94935
g,-443.0904,89.80704,10.79665,34.976776,7.468502,25.558336,-3.2903543,29.024958,3.2486825,13.020241,-3.6426864,21.606842,-12.706373
g,-436.891,89.738266,5.9118824,31.913815,3.4732995,20.651197,0.4983746,27.251179,2.9133997,13.762316,-6.6088753,20.11763,-11.439404
g,-416.12646,81.851616,0.16289127,27.06002,4.338188,16.660034,-0.016041338,21.761066,-5.6686344,13.396881,-7.029897,16.261454,-11.206568
g,-437.27805,84.562965,3.653591,32.174526,5.0139837,21.033936,-3.072128,21.387863,-1.6738099,13.602843,-6.856349,16.40187,-11.899556
g,-470.5081,90.77331,-1.6957932,41.793148,-3.923945,27.461193,-13.104713,25.430107,3.9046109,14.125896,-10.7731285,16.977793,-12.268538
g,-472.73328,88.981735,0.6374856,46.1894,-2.4965115,27.95197,-15.661335,20.506256,-2.6716251,10.337459,-10.881311,18.315708,-12.850534
g,-471.78345,83.014626,-3.2000642,39.285454,-5.7838106,25.648916,-12.369394,27.345198,-0.38260698,4.4599767,-19.782108,12.654114,-17.149906
g,-472.68823,79.24384,-3.1234314,40.169907,-1.2686968,28.489944,-9.794363,29.312527,1.9047685,4.9820833,-16.306385,11.51594,-19.308813
g,-470.65405,82.621445,-2.0704339,39.738087,-1.1481307,30.723133,-10.998675,28.433567,7.8249664,10.920845,-12.946694,14.142005,-18.290527
g,-474.5113,82.200745,-2.407224,36.87269,-3.1579561,32.41707,-10.290789,28.304417,10.230948,17.299997,-6.896269,20.741549,-13.620613
g,-470.1256,85.04538,0.83378065,37.81997,-2.8185844,29.772285,-10.369095,30.278654,10.995571,17.416231,-10.175486,14.511469,-18.319576
g,-463.5716,84.912926,2.349807,42.13705,-5.2321296,22.026966,-8.586442,30.485603,9.360975,13.51392,-15.176046,11.613478,-18.01293
g,-458.07986,78.39943,10.608844,42.90138,-1.0512543,22.31213,-2.3628042,28.919872,10.552625,8.178978,-16.1848,12.44503,-15.372723
g,-441.5652,77.57639,14.384907,45.978592,7.298788,27.348467,5.7467685,30.025331,13.549108,11.473238,-11.922994,10.246199,-17.82697
g,-436.79468,89.06601,20.509613,57.05462,14.035099,31.075111,6.520646,32.71816,16.096628,14.893972,-8.395838,12.312446,-15.226576
g,-451.9258,88.81316,15.458609,55.479942,7.895034,35.033962,3.4864817,34.971603,18.931356,17.9343,-8.525653,19.135612,-10.191986
g,-459.82587,85.782745,5.844717,47.100784,-4.577652,32.613914,0.113760054,33.98912,15.618818,18.180267,-10.273109,21.02322,-13.226339
g,-465.45078,86.061676,6.3200607,41.833992,-7.8455067,28.993324,-2.5092714,28.14562,11.490922,14.003293,-8.804806,17.60152,-17.051569
